site_id,교구,장소명,굿뉴스_사진,굿뉴스_성지명,굿뉴스_앨범,개별홈페이지,성지전화,이용조건,허락요청처,교구연락처,비고
fd4bf5a1-2c5e-42b4-b876-899d586ae9c9,대구,장대벌 순교지,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: kanzler@dgca.or.kr (053-250-3000),kanzler@dgca.or.kr (053-250-3000),
d8aabc95-992a-47f7-ae73-8df7124bf116,대구,진목정,있음,진목정 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2828&ctxtSubMenu=album,http://jinmokjeong.or.kr,(054)751-6488,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://jinmokjeong.or.kr) → 안 되면 교구,kanzler@dgca.or.kr (053-250-3000),
36182234-42d9-4ecb-972e-00ad3cd2e74a,대전,남방제 성지,있음,남방제,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=4397&ctxtSubMenu=album,http://cafe.daum.net/nambangjaeshrine,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: tjubo@hanmail.net (044-270-3000),tjubo@hanmail.net (044-270-3000),
fe6ea3a7-24f6-4d76-8488-1032867ed624,대전,대흥 봉수산 순교 성지,있음,대흥봉수산 순교성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=4379&ctxtSubMenu=album,http://cafe.daum.net/bongsusan1801,(041)333-0202,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: tjubo@hanmail.net (044-270-3000),tjubo@hanmail.net (044-270-3000),
96784fc3-c4c5-4266-978c-467dff83abc7,대전,덕산 순교 성지,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: tjubo@hanmail.net (044-270-3000),tjubo@hanmail.net (044-270-3000),
71edd721-bea3-4c5e-a95e-082534917367,대전,도앙골 성지,있음,도앙골 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=4396&ctxtSubMenu=album,http://cafe.daum.net/southnaepo,(041)836-9625,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: tjubo@hanmail.net (044-270-3000),tjubo@hanmail.net (044-270-3000),
73314e2e-1c94-4229-bafc-63049462e4ef,대전,배나드리 성지,있음,배나드리,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2836&ctxtSubMenu=album,http://cafe.daum.net/sapkyocatolic,(041)338-1924,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: tjubo@hanmail.net (044-270-3000),tjubo@hanmail.net (044-270-3000),
7a4090f5-1eea-4bd8-a72d-adaff10acfbb,대전,산막골·작은재 성지,있음,산막골 · 작은재,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2862&ctxtSubMenu=album,,(041)951-2089,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: tjubo@hanmail.net (044-270-3000),tjubo@hanmail.net (044-270-3000),
59165c01-4102-4da2-a155-0d2cf18f97e5,대전,삽티 성지,있음,삽티 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=4398&ctxtSubMenu=album,http://cafe.daum.net/southnaepo,(041)836-9625,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: tjubo@hanmail.net (044-270-3000),tjubo@hanmail.net (044-270-3000),
05cc24b2-c528-41c4-8c9d-467ac597c3df,대전,서짓골 성지,있음,서짓골 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=4200&ctxtSubMenu=album,http://cafe.daum.net/southnaepo/,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: tjubo@hanmail.net (044-270-3000),tjubo@hanmail.net (044-270-3000),
11d93a00-93a6-48b4-818b-af1ec69ad15b,대전,성거산성지,있음,성거산 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2304&ctxtSubMenu=album,http://sgm.or.kr,(041)584-7199,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://sgm.or.kr) → 안 되면 교구,tjubo@hanmail.net (044-270-3000),
8fb95b44-9e07-4570-9df4-54c3a315536b,대전,원머리 성지,있음,원머리,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2832&ctxtSubMenu=album,http://www.sinpyeongcatholic.or.kr,(041)363-6761,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://www.sinpyeongcatholic.or.kr) → 안 되면 교구,tjubo@hanmail.net (044-270-3000),
c9b75913-f657-4efd-a847-238be4d39ce8,대전,정산 순교 성지,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: tjubo@hanmail.net (044-270-3000),tjubo@hanmail.net (044-270-3000),
b1ac6215-43e2-4a0d-8dde-44cd7d3d787a,대전,지석리 성지,있음,지석리,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2309&ctxtSubMenu=album,,(041)836-0067,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: tjubo@hanmail.net (044-270-3000),tjubo@hanmail.net (044-270-3000),
eef91372-92ee-4b31-9314-5e9cb92946e9,대전,진산 성지,있음,진산 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=4174&ctxtSubMenu=album,http://jinsan.djcatholic.or.kr/,(041)752-6249,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://jinsan.djcatholic.or.kr/) → 안 되면 교구,tjubo@hanmail.net (044-270-3000),
580a4c8e-2662-4a0f-afcd-110f20604bbf,대전,황무실 성지,있음,황무실 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=4340&ctxtSubMenu=album,http://cafe.daum.net/3625945,(041)362-5947,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: tjubo@hanmail.net (044-270-3000),tjubo@hanmail.net (044-270-3000),
cd046cd7-3a40-4b66-9148-8217fdf7f03b,마산,거제 윤봉문 요셉 순교성지,있음,복자 윤봉문 요셉 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=4109&ctxtSubMenu=album,http://cafe.daum.net/yoonbongmoon,(055)682-1898,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: help@cathms.or.kr,help@cathms.or.kr,
335e638e-f115-4158-a097-36b2ec261490,마산,대산 성당 복자 구한선 타대오 성지,있음,대산 성당(복자 구한선 타대오 성지),https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=4336&ctxtSubMenu=album,http://cafe.daum.net/daesanseungji,(055)582-8041,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: help@cathms.or.kr,help@cathms.or.kr,
55cbe55f-311b-4850-aada-005231302745,마산,복자 박대식 빅토리노 묘,있음,복자 박대식 빅토리노 묘,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2259&ctxtSubMenu=album,,(055)345-3226,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: help@cathms.or.kr,help@cathms.or.kr,
38454899-b005-43e8-8685-c786a9c5b364,마산,순교자의 딸 유섬이 묘,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: help@cathms.or.kr,help@cathms.or.kr,
5929dc45-102b-48e9-891a-da888aa04f47,마산,정찬문 안토니오 순교성지,있음,복자 정찬문 안토니오 묘,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2262&ctxtSubMenu=album,http://mun.cathms.kr,(055)761-5453,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://mun.cathms.kr) → 안 되면 교구,help@cathms.or.kr,
0d108f88-ba9a-456b-be67-41eb28b99d7e,부산,기장 성지,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: webmaster@catb.kr,webmaster@catb.kr,
a5f5d4bb-db4e-4053-958f-1eb737e97a82,부산,김범우 순교자 성지,있음,김범우 순교자 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2332&ctxtSubMenu=album,,(055)356-7030,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: webmaster@catb.kr,webmaster@catb.kr,
99a6d680-09bd-4d9f-ab75-9f2dfbef1719,부산,살티 공소,있음,살티 공소,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2329&ctxtSubMenu=album,http://eonyang.pbcbs.co.kr,(052)262-5312,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://eonyang.pbcbs.co.kr) → 안 되면 교구,webmaster@catb.kr,
83fa7ec0-8694-4a20-9dd9-31c19020bbcb,부산,언양 죽림굴(대재공소),있음,죽림굴(대재 공소),https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2331&ctxtSubMenu=album,http://eonyang.pbcbs.co.kr,(052)262-5312,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://eonyang.pbcbs.co.kr) → 안 되면 교구,webmaster@catb.kr,
faf763c3-0ee9-4289-8c55-0225b4e9f3c0,부산,오륜대 순교자 성지,있음,오륜대 순교자 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2335&ctxtSubMenu=album,http://www.oryundae.com/main/main.html,(051)515-0030,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://www.oryundae.com/main/main.html) → 안 되면 교구,webmaster@catb.kr,
a35a6b67-90d6-4da2-969a-af259380f959,부산,오륜대 한국 순교자 박물관,없음,,,http://oryundaemuseum.com,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://oryundaemuseum.com) → 안 되면 교구,webmaster@catb.kr,
4176ac92-3702-4f29-87ba-ea84985d4b59,부산,울산 병영 순교성지,있음,울산 병영 순교성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2333&ctxtSubMenu=album,,(052)294-3344,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: webmaster@catb.kr,webmaster@catb.kr,
cc1b6629-8de5-4abf-bdde-2bd951f1afd6,부산,울산 장대 순교지,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: webmaster@catb.kr,webmaster@catb.kr,
6a94621b-e576-467b-904a-b751bb654f71,부산,조씨 형제 순교자 묘,있음,조씨 형제 순교자 묘,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2334&ctxtSubMenu=album,,(055)383-3101,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: webmaster@catb.kr,webmaster@catb.kr,
fbf56b63-8140-4577-ad92-ce6bd3d78c76,서울,가톨릭 대학교 성신 교정,있음,가톨릭대학교 성신교정 성당,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2287&ctxtSubMenu=album,http://songsin.catholic.ac.kr,(02)740-9714,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://songsin.catholic.ac.kr) → 안 되면 교구,"서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)",
47d6a607-6c63-46e9-bef9-0b382f253889,서울,경기 감영 터,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),"교구: 서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)","서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)",
e7e5ddc3-a087-44b6-9e58-4e2f49c7d304,서울,김범우의 집터,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),"교구: 서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)","서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)",
c18f5a67-d517-4bfe-9dbf-a6b6f39f6d62,서울,노고산 성지,있음,노고산 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2835&ctxtSubMenu=album,,(02)705-8161,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),"교구: 서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)","서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)",
c3dab929-8628-4fcd-be56-032a8076f934,서울,서소문 밖 네거리 순교성지,있음,서소문 밖 네거리 순교성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2292&ctxtSubMenu=album,https://www.seosomun.org,(02)3147-2401,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(https://www.seosomun.org) → 안 되면 교구,"서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)",
219050d3-59e4-4871-b896-9b5fcb0c4c31,서울,우포도청 터,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),"교구: 서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)","서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)",
7812eec7-ea84-4572-99f9-c7d5daefbf92,서울,전옥서 터,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),"교구: 서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)","서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)",
b5305b5c-a7d6-4dd2-bdfe-f7f6687819f5,서울,좌포도청 터,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),"교구: 서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)","서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)",
8b266b66-1006-4a4c-a708-1aa554492548,서울,한국 순교자 103위 시성 터,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),"교구: 서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)","서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)",
f73bcec2-b2b6-4b5f-9acd-84720dedf53b,서울,한국 천주교회 창립 터,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),"교구: 서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)","서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)",
6bd8fe39-8c35-48b2-a125-8a8b817c36a1,서울,형조 터,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),"교구: 서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)","서울대교구 홍보위원회 (aos.catholic.or.kr — 이메일 미표기, 02-727-2114)",
017d62a3-66c0-4267-9225-5c0b9bb6aa82,수원,골배마실 성지,있음,골배마실 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2314&ctxtSubMenu=album,http://www.euni.kr,(031)338-1702,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://www.euni.kr) → 안 되면 교구,031-290-8877 (이메일 미표기),
52482f70-1b20-4a95-9c3d-fee90ec046d3,수원,던지실 성지,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 031-290-8877 (이메일 미표기),031-290-8877 (이메일 미표기),
6c4aa646-b1b9-49e8-a7bb-e6972e47cfb4,수원,수리산 성지,있음,수리산 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2322&ctxtSubMenu=album,http://www.surisan.kr,(031)449-2842,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://www.surisan.kr) → 안 되면 교구,031-290-8877 (이메일 미표기),
8645eda9-5e06-4465-a193-aaaa0cff05ff,수원,수원 화성 순교성지,있음,"수원 성지(수원 화성, 북수동 성당)",https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2323&ctxtSubMenu=album,http://suwons.net/,(031)246-8844,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://suwons.net/) → 안 되면 교구,031-290-8877 (이메일 미표기),
044b7fd0-bd98-4de1-98e8-0638b00b7fc2,수원,양근 성지,있음,양근 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2324&ctxtSubMenu=album,http://www.yanggeun.org,(031)775-3357,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://www.yanggeun.org) → 안 되면 교구,031-290-8877 (이메일 미표기),
abce3890-fff0-4549-8eb3-7df5e43a6c9e,수원,어농 성지,있음,어농 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2325&ctxtSubMenu=album,http://www.onong.or.kr,(031)636-4061,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://www.onong.or.kr) → 안 되면 교구,031-290-8877 (이메일 미표기),
4cae0947-f017-4e39-bd66-5c5ae2315f2c,수원,요당리 성지,있음,요당리 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2820&ctxtSubMenu=album,http://www.yodangshrine.kr,(031)353-9725,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://www.yodangshrine.kr) → 안 되면 교구,031-290-8877 (이메일 미표기),
4b4813bf-9094-4ff2-becf-ba265c50642c,수원,천호성지,있음,천호 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2362&ctxtSubMenu=album,http://www.cheonho.org,(063)263-1004,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),성지 직접(http://www.cheonho.org) → 안 되면 교구,031-290-8877 (이메일 미표기),DB 교구가 수원인데 굿뉴스는 전주교구 — DB 확인 필요
76126161-a293-47ca-a839-337467e2ca2c,수원,한덕골 성지,있음,한덕골,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2831&ctxtSubMenu=album,,(031)333-4091,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: 031-290-8877 (이메일 미표기),031-290-8877 (이메일 미표기),
5cb4ca8c-f56b-42ad-88eb-9634b1cce497,안동,농은 홍유한 선생 고택지,있음,홍유한 고택지(휴천동 성당),https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2356&ctxtSubMenu=album,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: sa3111@hanmail.net (054-858-3111),sa3111@hanmail.net (054-858-3111),
817db991-6662-4a31-b414-7b2327b632ae,안동,마원 성지,있음,마원 성지(복자 박상근 마티아 묘),https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2345&ctxtSubMenu=album,http://cafe.daum.net/Mawon.Jinan,(010)9944-0145,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: sa3111@hanmail.net (054-858-3111),sa3111@hanmail.net (054-858-3111),
81af76c4-fa2d-4e19-b443-a8e271a40afe,안동,머루산 교우촌,있음,머루산,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2343&ctxtSubMenu=album,http://cafe.daum.net/yuongyangcatholic,(054)683-2105,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: sa3111@hanmail.net (054-858-3111),sa3111@hanmail.net (054-858-3111),
2686f0fa-9cc0-4aac-a34c-8a8c22283e67,안동,상주 옥 터,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: sa3111@hanmail.net (054-858-3111),sa3111@hanmail.net (054-858-3111),안동교구 사이트 성지 목록에 사진 있음(9/16 확인)
6be64b43-5284-4f8c-87d8-2b161e381863,안동,여우목 성지,있음,여우목 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2346&ctxtSubMenu=album,http://cafe.daum.net/Mawon.Jinan,(010)9944-0145,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: sa3111@hanmail.net (054-858-3111),sa3111@hanmail.net (054-858-3111),
689b73b9-5fbe-4a66-9310-52acce5d8bc8,안동,우곡 성지,있음,우곡 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2344&ctxtSubMenu=album,,(054)673-4152,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: sa3111@hanmail.net (054-858-3111),sa3111@hanmail.net (054-858-3111),
c8d952ba-cd48-49f7-ac21-af7ed4a36890,안동,진안리 성지,있음,진안리 성지,https://maria.catholic.or.kr/sa_ho/list/view.asp?menugubun=holyplace&ctxtOrgNum=2347&ctxtSubMenu=album,http://cafe.daum.net/Mawon.Jinan,(010)9944-0145,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: sa3111@hanmail.net (054-858-3111),sa3111@hanmail.net (054-858-3111),
f376f747-eaea-4f9b-80a2-cb61fbaac45e,안동,퇴강 성당,없음,,,,,사전 승낙 필요 (굿뉴스 약관 16조7항 · 교구 사이트 전부 All rights reserved),교구: sa3111@hanmail.net (054-858-3111),sa3111@hanmail.net (054-858-3111),
